,AS,1. What is your gender?,2. How old were you at your last birthday?,36a. I have unrealistic time pressures,20a. My supervisor provides me with regular and constructive feedback,"18f. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","18g. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
1866,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
1867,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
1868,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,2.0,4.0
1869,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,4.0,4.0
1870,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
1871,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,4.0,2.0,5.0
1872,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,4.0
1873,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,4.0,4.0
1874,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1875,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,2.0,4.0,4.0
1876,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,2.0,3.0,4.0
1877,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
1878,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
1879,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,4.0
1880,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
1881,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,4.0,4.0
1882,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
1883,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
1884,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
1885,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,3.0
1886,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1887,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,3.0
1888,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,2.0,4.0
1889,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,5.0,4.0
1890,"Large (1,001 or more employees)",Female,Under 40 years,1.0,2.0,4.0,2.0
1891,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
1892,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,5.0,5.0
1893,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
1894,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,2.0,4.0
1895,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,3.0
1896,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,1.0,3.0
1897,"Large (1,001 or more employees)",Male,40 to 54 years,5.0,5.0,3.0,5.0
1898,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,5.0,2.0
1899,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,3.0
1900,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,2.0,5.0
1901,"Large (1,001 or more employees)",Male,55 years or older,4.0,2.0,4.0,5.0
1902,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
1903,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
1904,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1905,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1906,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,2.0
1907,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,3.0
1908,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,1.0,5.0
1909,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
1910,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1911,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,3.0,4.0
1912,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,2.0,4.0
1913,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1914,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,4.0,4.0
1915,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,5.0,3.0,4.0
1916,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,5.0
1917,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
1918,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,3.0,4.0,4.0
1919,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,5.0,4.0,5.0
1920,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,3.0,4.0
1921,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,3.0
1922,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,3.0
1923,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
1924,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,2.0
1925,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,4.0,5.0
1926,"Large (1,001 or more employees)",Male,55 years or older,1.0,1.0,3.0,2.0
1927,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1928,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,4.0,4.0
1929,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1930,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
1931,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
1932,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,3.0,5.0
1933,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
1934,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,3.0,3.0
1935,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,5.0,1.0
1936,"Large (1,001 or more employees)",Female,55 years or older,1.0,5.0,4.0,4.0
1937,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,1.0,3.0
1938,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,3.0
1939,"Large (1,001 or more employees)",Female,Under 40 years,5.0,3.0,4.0,4.0
1940,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
1941,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
1942,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,3.0,4.0
1943,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,2.0,4.0
1944,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,5.0,5.0
1945,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
1946,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
1947,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,3.0,4.0,4.0
1948,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,3.0,4.0
1949,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,5.0,4.0,4.0
1950,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1951,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,3.0
1952,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
1953,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,1.0,4.0
1954,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
1955,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,5.0,5.0
1956,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
1957,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,2.0,3.0
1958,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1959,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1960,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
1961,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
1962,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,4.0,4.0
1963,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,5.0,5.0
1964,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,5.0
1965,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,2.0,4.0
1966,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
1967,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,5.0,5.0
1968,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,3.0,5.0
1969,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
1970,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,3.0,3.0,4.0
1971,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
1972,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,5.0,5.0
1973,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,4.0,5.0
1974,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,3.0
1975,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
1976,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,5.0,3.0
1977,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
1978,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
1979,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
1980,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,4.0,5.0
1981,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,4.0,4.0
1982,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1983,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,4.0
1984,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,3.0,4.0
1985,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,4.0,4.0
1986,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
1987,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,2.0,5.0
1988,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,4.0,3.0
1989,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
1990,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
1991,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,3.0,4.0
1992,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1993,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,3.0,5.0
1994,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
1995,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,3.0,4.0
1996,"Large (1,001 or more employees)",Female,55 years or older,4.0,3.0,4.0,4.0
1997,"Large (1,001 or more employees)",Male,Under 40 years,1.0,5.0,2.0,5.0
1998,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,3.0
1999,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,2.0
2000,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,2.0,1.0
2001,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2002,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,2.0
2003,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
2004,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,1.0,4.0
2005,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,2.0,4.0
2006,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2007,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
2008,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
2009,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,2.0,4.0,4.0
2010,"Large (1,001 or more employees)",Male,Under 40 years,3.0,2.0,3.0,4.0
2011,"Large (1,001 or more employees)",Female,55 years or older,5.0,5.0,3.0,3.0
2012,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
2013,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
2014,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
2015,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
2016,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
2017,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
2018,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
2019,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,3.0,4.0
2020,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,2.0,4.0
2021,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,5.0,4.0
2022,"Large (1,001 or more employees)",Female,55 years or older,1.0,4.0,3.0,2.0
2023,"Large (1,001 or more employees)",Male,55 years or older,2.0,1.0,4.0,3.0
2024,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,2.0,2.0
2025,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
2026,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,5.0,5.0
2027,"Large (1,001 or more employees)",Male,55 years or older,2.0,3.0,3.0,4.0
2028,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,3.0
2029,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,5.0,3.0,3.0
2030,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,5.0,5.0
2031,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
2032,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,5.0
2033,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2034,"Large (1,001 or more employees)",Male,Under 40 years,1.0,2.0,3.0,3.0
2035,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
2036,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,4.0,3.0
2037,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2038,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,4.0
2039,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
2040,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,2.0,3.0
2041,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
2042,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,4.0,4.0
2043,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
2044,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,5.0,5.0
2045,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,5.0,5.0
2046,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
2047,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,5.0,4.0
2048,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,5.0
2049,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,2.0,4.0
2050,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,5.0
2051,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,4.0,2.0,5.0
2052,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,4.0,5.0
2053,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,4.0,4.0
2054,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
2055,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,4.0
2056,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,5.0
2057,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,2.0
2058,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,3.0,4.0
2059,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
2060,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
2061,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,2.0,4.0
2062,"Large (1,001 or more employees)",Male,55 years or older,4.0,4.0,4.0,4.0
2063,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,5.0,5.0
2064,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,5.0,5.0
2065,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
2066,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,5.0,5.0
2067,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2068,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
2069,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,2.0,1.0,4.0
2070,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,3.0,3.0
2071,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
2072,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,2.0,5.0
2073,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,5.0,5.0
2074,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2075,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
2076,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,3.0,5.0
2077,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,5.0,2.0
2078,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
2079,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,5.0,5.0,5.0
2080,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,5.0,5.0
2081,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,3.0,4.0
2082,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,5.0,5.0
2083,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,4.0,4.0
2084,"Large (1,001 or more employees)",Female,Under 40 years,1.0,5.0,5.0,5.0
2085,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,1.0,4.0
2086,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,2.0,4.0
2087,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,3.0
2088,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
2089,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,4.0,4.0,4.0
2090,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,3.0,3.0
2091,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,5.0,2.0,1.0
2092,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
2093,"Large (1,001 or more employees)",Female,Under 40 years,3.0,1.0,5.0,4.0
2094,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
2095,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,2.0
2096,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,5.0,5.0,5.0
2097,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2098,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,3.0,4.0
2099,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,3.0,4.0
2100,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,1.0,3.0
2101,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
2102,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,2.0,4.0
2103,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,2.0,4.0
2104,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,4.0,4.0
2105,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,3.0
2106,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
2107,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2108,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
2109,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
2110,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,3.0,5.0
2111,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,4.0,4.0
2112,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
2113,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,5.0,5.0
2114,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
2115,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,3.0
2116,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,4.0
2117,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2118,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
2119,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,1.0,4.0
2120,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,3.0
2121,"Large (1,001 or more employees)",Male,Under 40 years,5.0,3.0,5.0,4.0
2122,"Large (1,001 or more employees)",Male,Under 40 years,4.0,2.0,3.0,4.0
2123,"Large (1,001 or more employees)",Male,Under 40 years,1.0,5.0,3.0,3.0
2124,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,3.0,4.0
2125,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
2126,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
2127,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,1.0,3.0,4.0
2128,"Large (1,001 or more employees)",Male,40 to 54 years,5.0,3.0,1.0,1.0
