,2,1. What is your gender?,2. How old were you at your last birthday?,47a. I have unrealistic time pressures,19a. My supervisor communicates effectively,"17d. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","17e. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
2725,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,5.0
2726,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
2727,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,2.0,4.0,4.0
2728,"Large (1,001 or more employees)",Female,Under 40 years,1.0,5.0,4.0,5.0
2729,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,3.0,3.0
2730,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
2731,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
2732,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,1.0,5.0
2733,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,4.0,4.0,2.0
2734,"Large (1,001 or more employees)",Female,55 years or older,3.0,2.0,4.0,4.0
2735,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
2736,"Large (1,001 or more employees)",Male,55 years or older,2.0,5.0,4.0,4.0
2737,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
2738,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,2.0,4.0
2739,"Large (1,001 or more employees)",Male,55 years or older,5.0,5.0,5.0,5.0
2740,"Large (1,001 or more employees)",Male,Under 40 years,1.0,4.0,2.0,2.0
2741,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,3.0
2742,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,2.0
2743,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,4.0
2744,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
2745,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
2746,"Large (1,001 or more employees)",Male,Under 40 years,1.0,4.0,2.0,4.0
2747,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,2.0,4.0
2748,"Large (1,001 or more employees)",Male,55 years or older,3.0,2.0,3.0,3.0
2749,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,1.0,4.0
2750,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,5.0,5.0
2751,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,2.0,4.0
2752,"Large (1,001 or more employees)",Male,55 years or older,3.0,5.0,4.0,5.0
2753,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
2754,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,1.0,4.0
2755,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,1.0,3.0
2756,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,5.0
2757,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2758,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,5.0
2759,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
2760,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
2761,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,2.0,4.0
2762,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
2763,"Large (1,001 or more employees)",Male,Under 40 years,1.0,4.0,2.0,4.0
2764,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,4.0,2.0
2765,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
2766,"Large (1,001 or more employees)",Female,55 years or older,4.0,4.0,5.0,5.0
2767,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,2.0,5.0
2768,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,2.0,4.0
2769,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
2770,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
2771,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,5.0
2772,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
2773,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
2774,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
2775,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,4.0,4.0
2776,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,5.0,4.0
2777,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,4.0,4.0
2778,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,2.0,4.0
2779,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
2780,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
2781,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2782,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,3.0
2783,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
2784,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,3.0
2785,"Large (1,001 or more employees)",Female,55 years or older,2.0,5.0,5.0,5.0
2786,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,1.0,4.0
2787,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,1.0,2.0
2788,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
2789,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
2790,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,3.0,1.0,1.0
2791,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,5.0,4.0
2792,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2793,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,3.0,2.0
2794,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
2795,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,4.0
2796,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,5.0,3.0
2797,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
2798,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
2799,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,2.0,3.0
2800,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,5.0,4.0
2801,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,4.0
2802,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,3.0,4.0
2803,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,4.0
2804,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
2805,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
2806,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,3.0,4.0
2807,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,3.0,3.0
2808,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,3.0
2809,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,5.0
2810,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,4.0,4.0
2811,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2812,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,5.0
2813,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,3.0
2814,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,5.0,5.0
2815,"Large (1,001 or more employees)",Male,55 years or older,1.0,1.0,1.0,3.0
2816,"Large (1,001 or more employees)",Male,40 to 54 years,5.0,4.0,4.0,3.0
2817,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
2818,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,2.0,4.0
2819,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,2.0,4.0,4.0
2820,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,4.0,4.0,5.0
2821,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,2.0,5.0
2822,"Large (1,001 or more employees)",Female,Under 40 years,5.0,4.0,4.0,4.0
2823,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,4.0,5.0
2824,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,4.0
2825,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,2.0,5.0,5.0
2826,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,4.0,4.0
2827,"Large (1,001 or more employees)",Male,Under 40 years,5.0,5.0,5.0,5.0
2828,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,5.0,4.0
2829,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,4.0,4.0
2830,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,3.0,4.0
2831,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,3.0
2832,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
2833,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,2.0,4.0
2834,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
2835,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
2836,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,5.0,4.0
2837,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,5.0
2838,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
2839,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,1.0,1.0
2840,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,3.0
2841,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,4.0,4.0
2842,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,3.0,4.0
2843,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,3.0,4.0
2844,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,3.0,4.0
2845,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,5.0,5.0
2846,"Large (1,001 or more employees)",Female,Under 40 years,5.0,3.0,5.0,5.0
2847,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2848,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
2849,"Large (1,001 or more employees)",Female,55 years or older,2.0,4.0,4.0,4.0
2850,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
2851,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
2852,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2853,"Large (1,001 or more employees)",Male,Under 40 years,4.0,2.0,3.0,3.0
2854,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,1.0,1.0,4.0
2855,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
2856,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,4.0,4.0
2857,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,3.0,3.0
2858,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,5.0,5.0
2859,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,5.0
2860,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,3.0,4.0
2861,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2862,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,2.0,4.0
2863,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
2864,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,4.0,4.0
2865,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,5.0,5.0
2866,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
2867,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,1.0,5.0,5.0
2868,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,5.0,3.0
2869,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,5.0
2870,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
2871,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,4.0
2872,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,3.0
2873,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,4.0,5.0
2874,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
2875,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2876,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,5.0
2877,"Large (1,001 or more employees)",Female,55 years or older,5.0,5.0,4.0,4.0
2878,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,3.0,1.0
2879,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2880,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
2881,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
2882,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,2.0,4.0
2883,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,3.0
2884,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,2.0,4.0
2885,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,5.0,5.0
2886,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
2887,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
2888,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
2889,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,5.0
2890,"Large (1,001 or more employees)",Female,55 years or older,3.0,2.0,1.0,4.0
2891,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,5.0
2892,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2893,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
2894,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,5.0,4.0
2895,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,3.0,5.0
2896,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
2897,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,4.0
2898,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
2899,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,3.0,4.0
2900,"Large (1,001 or more employees)",Male,55 years or older,3.0,3.0,3.0,4.0
2901,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
2902,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
2903,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
2904,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,2.0,4.0
2905,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
2906,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2907,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
2908,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,3.0,4.0
2909,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,2.0,4.0
2910,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,2.0
2911,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
2912,"Large (1,001 or more employees)",Male,55 years or older,2.0,2.0,2.0,5.0
2913,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,5.0,5.0
2914,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,3.0
2915,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
2916,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,2.0,5.0
2917,"Large (1,001 or more employees)",Female,55 years or older,3.0,3.0,2.0,4.0
2918,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,3.0,5.0
2919,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,5.0,5.0
2920,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,4.0
2921,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
2922,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,3.0,5.0
2923,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,4.0,5.0
2924,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
2925,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,4.0,4.0
2926,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
2927,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,5.0
2928,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,5.0,5.0
2929,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
2930,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,4.0,5.0
2931,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,2.0,3.0
2932,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
2933,"Large (1,001 or more employees)",Female,55 years or older,5.0,5.0,5.0,5.0
2934,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
2935,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
2936,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,2.0,3.0
2937,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,3.0
2938,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,4.0,4.0
2939,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,5.0
2940,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,5.0
2941,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
2942,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,3.0,4.0
2943,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,5.0,3.0
2944,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2945,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,4.0,4.0
2946,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
2947,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
2948,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2949,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,2.0
2950,"Large (1,001 or more employees)",Male,55 years or older,2.0,4.0,3.0,4.0
2951,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
2952,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
2953,"Large (1,001 or more employees)",Female,55 years or older,3.0,5.0,4.0,4.0
2954,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,1.0,3.0
2955,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,2.0,2.0
2956,"Large (1,001 or more employees)",Male,55 years or older,4.0,5.0,3.0,4.0
2957,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2958,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,2.0,4.0
2959,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,4.0,4.0
2960,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,5.0,5.0
2961,"Large (1,001 or more employees)",Male,55 years or older,3.0,4.0,4.0,4.0
2962,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,3.0,4.0
2963,"Large (1,001 or more employees)",Female,Under 40 years,5.0,4.0,5.0,5.0
2964,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,2.0,2.0
2965,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
2966,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,4.0,5.0
2967,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,4.0,4.0
2968,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,3.0,3.0
2969,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
2970,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,1.0,4.0
2971,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,2.0,4.0
2972,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,3.0,4.0
2973,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,1.0
2974,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,2.0
2975,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,2.0,4.0
2976,"Large (1,001 or more employees)",Female,55 years or older,4.0,5.0,4.0,5.0
2977,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,5.0,5.0
2978,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,1.0
2979,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
2980,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,2.0,4.0
2981,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,2.0,2.0
2982,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,5.0,5.0,5.0
2983,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
2984,"Large (1,001 or more employees)",Female,55 years or older,3.0,4.0,4.0,4.0
