,AS,1. What is your gender?,2. How old were you at your last birthday?,36a. I have unrealistic time pressures,20a. My supervisor provides me with regular and constructive feedback,"18f. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","18g. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
2285,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
2286,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,1.0,4.0,2.0
2287,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,2.0,2.0
2288,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
2289,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2290,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,5.0
2291,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2292,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
2293,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,2.0
2294,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,3.0
2295,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
2296,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,2.0,4.0,1.0
2297,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,4.0,4.0,4.0
2298,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
2299,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
2300,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,3.0,3.0
2301,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,2.0,3.0
2302,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,1.0,2.0
2303,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2304,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,3.0
2305,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
2306,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,4.0
2307,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,3.0
2308,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2309,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,2.0,4.0
2310,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
2311,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,2.0,4.0
2312,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,2.0,4.0
2313,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,4.0,4.0
2314,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,3.0,3.0,4.0
2315,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,2.0,4.0,4.0
2316,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
2317,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,1.0
2318,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,5.0
2319,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,4.0,5.0
2320,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,1.0,3.0
2321,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,3.0
2322,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,5.0,5.0
2323,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
2324,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2325,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2326,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,2.0,3.0,4.0
2327,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,3.0,4.0
2328,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
2329,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,4.0,4.0
2330,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2331,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,1.0,5.0,2.0
2332,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,3.0,4.0
2333,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2334,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,2.0
2335,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
2336,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
2337,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,5.0,5.0
2338,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
2339,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,4.0,4.0
2340,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,2.0,3.0
2341,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,1.0,2.0
2342,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,3.0,4.0,5.0
2343,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
2344,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
2345,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2346,"Medium (251 to 1,000 employees)",Male,40 to 54 years,5.0,3.0,2.0,3.0
2347,"Large (1,001 or more employees)",Male,40 to 54 years,5.0,3.0,4.0,4.0
2348,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,5.0,4.0
2349,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
2350,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
2351,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
2352,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,5.0
2353,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,5.0
2354,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
2355,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
2356,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,3.0
2357,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
2358,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,2.0,4.0
2359,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,4.0
2360,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
2361,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2362,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,1.0,4.0,2.0
2363,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,5.0,1.0,3.0
2364,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,5.0,5.0
2365,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
2366,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,5.0,4.0
2367,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,1.0,1.0,1.0
2368,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,3.0,5.0
2369,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
2370,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,3.0,5.0
2371,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,3.0,4.0
2372,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
2373,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,2.0,4.0,5.0
2374,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,5.0,5.0
2375,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,4.0,2.0
2376,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,5.0,4.0,5.0
2377,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,2.0,3.0
2378,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2379,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2380,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,4.0,5.0
2381,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
2382,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
2383,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,3.0,4.0,4.0
2384,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
2385,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,2.0,4.0,4.0
2386,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
2387,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
2388,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
2389,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,5.0,5.0
2390,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,3.0
2391,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
2392,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
2393,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
2394,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,3.0,3.0,5.0
2395,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
2396,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,2.0,3.0
2397,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2398,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,1.0,1.0,1.0
2399,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
2400,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,3.0,3.0
2401,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
2402,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
2403,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,5.0,5.0,5.0
2404,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,5.0,5.0
2405,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
2406,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
2407,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,3.0
2408,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2409,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,4.0
2410,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
2411,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2412,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,2.0,4.0,4.0
2413,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,5.0,4.0
2414,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,2.0,3.0
2415,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
2416,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,4.0,4.0,4.0
2417,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,3.0
2418,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,2.0,4.0,4.0
2419,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
2420,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,5.0,5.0
2421,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2422,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
2423,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2424,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,2.0,4.0,4.0
2425,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,1.0,3.0
2426,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,2.0,1.0,1.0
2427,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2428,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
2429,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,3.0,4.0
2430,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
2431,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,2.0,4.0,4.0
2432,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2433,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,2.0,4.0,5.0
2434,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,2.0
2435,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,4.0
2436,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
2437,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,2.0,4.0,4.0
2438,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,2.0,4.0
2439,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
2440,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2441,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,3.0,3.0
2442,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,3.0,4.0
2443,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,4.0,5.0
2444,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2445,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
2446,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
2447,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,5.0,5.0
2448,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2449,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,2.0,4.0,4.0
2450,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
2451,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,1.0,4.0,4.0
2452,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,3.0,4.0
2453,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,3.0,4.0
2454,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
2455,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,2.0,3.0,2.0
2456,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,3.0,3.0
2457,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,5.0
2458,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,2.0,2.0,2.0
2459,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,2.0,4.0
2460,"Large (1,001 or more employees)",Male,40 to 54 years,5.0,2.0,4.0,3.0
2461,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,3.0,5.0,5.0
2462,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,2.0,5.0
2463,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
2464,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,5.0
2465,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
2466,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
2467,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,5.0,1.0
2468,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,4.0,2.0
2469,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,2.0,4.0
2470,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,2.0,4.0
2471,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,1.0,3.0,4.0
2472,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,3.0
2473,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,3.0,4.0,4.0
2474,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
2475,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
2476,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,5.0,5.0
2477,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2478,Small (Less than 250 employees),Male,40 to 54 years,2.0,1.0,1.0,5.0
2479,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
2480,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,3.0
2481,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,4.0,5.0
2482,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,2.0,4.0
2483,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
2484,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,3.0
2485,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
2486,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
2487,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,2.0,4.0,4.0
2488,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,2.0,4.0
2489,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
2490,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2491,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,2.0,4.0
2492,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,3.0,4.0
2493,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2494,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,4.0
2495,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,3.0,4.0
2496,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,5.0
2497,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,2.0,3.0
2498,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
2499,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
2500,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,3.0,2.0,3.0
2501,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,5.0
2502,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
2503,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,2.0,3.0,1.0
2504,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,5.0,5.0
2505,Small (Less than 250 employees),Male,40 to 54 years,2.0,2.0,3.0,3.0
2506,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,3.0,4.0
2507,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
2508,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,3.0,2.0
2509,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,2.0,4.0
2510,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,5.0,5.0
2511,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,5.0
2512,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2513,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
2514,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
2515,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
2516,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
2517,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2518,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,2.0,4.0
2519,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,1.0,2.0
2520,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,2.0
2521,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2522,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,2.0
2523,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,3.0
2524,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,4.0
2525,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,4.0
2526,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,5.0,5.0
2527,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
2528,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,2.0
2529,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,3.0
2530,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
2531,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
2532,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
2533,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,2.0,4.0
2534,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,5.0,5.0,5.0
2535,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
2536,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,2.0,3.0,4.0
2537,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,5.0,5.0
2538,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
2539,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,2.0,3.0,2.0
2540,"Large (1,001 or more employees)",Male,40 to 54 years,5.0,5.0,5.0,5.0
2541,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,2.0
2542,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
2543,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,2.0,3.0,4.0
2544,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,3.0,4.0
2545,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,3.0
2546,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,4.0,4.0
2547,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,2.0,4.0
2548,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
2549,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,3.0,3.0,3.0
2550,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
2551,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,1.0
2552,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,2.0,4.0,4.0
2553,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
2554,"Medium (251 to 1,000 employees)",Female,40 to 54 years,5.0,4.0,3.0,4.0
2555,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
