,2,1. What is your gender?,2. How old were you at your last birthday?,47a. I have unrealistic time pressures,19a. My supervisor communicates effectively,"17d. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","17e. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
1230,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,2.0,4.0
1231,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1232,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,3.0
1233,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1234,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
1235,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
1236,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
1237,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,2.0
1238,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,4.0,3.0
1239,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,1.0,3.0
1240,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,3.0
1241,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,5.0
1242,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,3.0,4.0
1243,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,1.0,1.0
1244,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,4.0
1245,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,5.0,4.0,4.0
1246,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,5.0
1247,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,5.0,4.0
1248,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1249,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
1250,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,5.0,4.0
1251,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,3.0
1252,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,5.0
1253,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1254,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,5.0
1255,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,3.0,2.0
1256,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,3.0,4.0,4.0
1257,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
1258,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
1259,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,3.0
1260,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,5.0,5.0
1261,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,2.0,4.0
1262,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,3.0
1263,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
1264,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
1265,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
1266,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,5.0,5.0,4.0
1267,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,2.0,4.0
1268,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,5.0
1269,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,3.0,4.0
1270,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,2.0,5.0
1271,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
1272,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,5.0
1273,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,5.0,5.0
1274,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,3.0,3.0
1275,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,1.0,4.0,3.0
1276,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
1277,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1278,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,4.0,4.0,2.0
1279,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
1280,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,2.0,4.0
1281,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
1282,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
1283,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,4.0
1284,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,2.0,4.0,4.0
1285,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
1286,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
1287,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,1.0,5.0,2.0
1288,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,2.0,4.0
1289,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1290,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,4.0,3.0
1291,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,3.0,4.0
1292,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,2.0,3.0
1293,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,5.0
1294,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,2.0,4.0
1295,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
1296,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
1297,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,5.0
1298,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
1299,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,4.0,4.0
1300,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1301,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,2.0,2.0
1302,Small (Less than 250 employees),Female,40 to 54 years,5.0,5.0,4.0,5.0
1303,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1304,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
1305,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
1306,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,3.0
1307,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,4.0,4.0
1308,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
1309,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1310,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,3.0,4.0
1311,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,1.0,3.0
1312,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1313,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,1.0,4.0,4.0
1314,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,2.0,3.0
1315,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,5.0,5.0
1316,Small (Less than 250 employees),Female,40 to 54 years,5.0,5.0,4.0,4.0
1317,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,4.0
1318,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,5.0,5.0
1319,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
1320,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
1321,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1322,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,4.0,2.0
1323,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,2.0,2.0
1324,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,3.0,4.0
1325,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1326,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,4.0
1327,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,5.0,5.0,5.0
1328,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1329,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,4.0
1330,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,1.0
1331,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,5.0,2.0,4.0
1332,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,2.0,3.0,3.0
1333,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,4.0,5.0
1334,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,3.0
1335,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,5.0,4.0
1336,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,4.0
1337,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,3.0
1338,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,3.0,2.0
1339,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
1340,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,3.0
1341,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
1342,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
1343,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
1344,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1345,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,3.0,4.0
1346,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,3.0,3.0
1347,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
1348,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,5.0,2.0,5.0
1349,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
1350,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,5.0,5.0
1351,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,3.0
1352,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
1353,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
1354,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,3.0,5.0
1355,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1356,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
1357,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,4.0,4.0
1358,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,4.0
1359,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,3.0,5.0
1360,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1361,"Large (1,001 or more employees)",Male,40 to 54 years,5.0,2.0,4.0,3.0
1362,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,5.0,5.0
1363,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,3.0,4.0
1364,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
1365,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,5.0
1366,"Medium (251 to 1,000 employees)",Female,40 to 54 years,5.0,2.0,4.0,4.0
1367,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,3.0,4.0
1368,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1369,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,2.0,3.0
1370,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,1.0,2.0,3.0
1371,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1372,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,2.0,5.0
1373,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,4.0,2.0,4.0
1374,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,2.0,5.0,5.0
1375,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,2.0,3.0
1376,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1377,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1378,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,2.0,4.0
1379,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,4.0,4.0
1380,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,3.0
1381,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
1382,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1383,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1384,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
1385,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,5.0,3.0,2.0
1386,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,3.0
1387,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1388,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1389,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,5.0,5.0
1390,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
1391,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1392,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1393,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,2.0,5.0
1394,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1395,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,2.0,4.0
1396,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,4.0
1397,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1398,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,3.0
1399,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,5.0,4.0,4.0
1400,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
1401,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1402,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1403,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
1404,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,5.0,2.0,1.0
1405,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,1.0,5.0
1406,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,3.0,3.0
1407,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,4.0
1408,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
1409,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,1.0,2.0
1410,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1411,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,1.0,3.0,4.0
1412,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
1413,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,4.0,5.0,5.0
1414,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
1415,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,4.0,4.0,4.0
1416,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
1417,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1418,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,2.0
1419,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
1420,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,5.0,5.0
1421,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
1422,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,2.0,2.0
1423,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1424,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
1425,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,3.0,4.0
1426,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,5.0
1427,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
1428,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
1429,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,4.0,4.0,5.0
1430,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1431,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1432,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
1433,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,1.0,2.0,2.0
1434,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1435,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
1436,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,5.0,3.0
1437,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1438,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
1439,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,1.0,5.0
1440,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,4.0,4.0
1441,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
1442,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
1443,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
1444,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
1445,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,4.0,5.0
1446,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,3.0,3.0,3.0
1447,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,5.0,5.0,4.0
1448,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,5.0,4.0
1449,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,4.0
1450,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,2.0,4.0
1451,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,2.0,4.0
1452,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
1453,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,1.0,4.0,4.0
1454,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
1455,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,5.0
1456,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1457,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,2.0,4.0,2.0
1458,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
1459,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
1460,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,2.0,4.0
1461,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
1462,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
1463,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,1.0,1.0,2.0
1464,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
1465,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,5.0,5.0,5.0
1466,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,3.0,4.0,3.0
1467,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,5.0
1468,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1469,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
1470,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1471,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1472,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1473,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,4.0
1474,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,5.0
1475,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
1476,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,4.0,4.0
1477,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,2.0
1478,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1479,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1480,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,2.0,3.0,1.0
1481,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,2.0,4.0
1482,Small (Less than 250 employees),Male,40 to 54 years,5.0,5.0,5.0,5.0
1483,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
1484,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
1485,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,4.0
1486,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,3.0,4.0
1487,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
1488,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,4.0,4.0
1489,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,4.0,4.0
1490,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,4.0
1491,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1492,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,5.0,5.0
1493,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,5.0,5.0,1.0
1494,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1495,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,3.0,3.0,3.0
1496,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,5.0
1497,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,4.0
1498,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,1.0,4.0,4.0
1499,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
1500,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,3.0
